id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1121040080818006795,Interstellar Suite near Harvard - Free parking,565835592,Studio Allston Hotel,,Brighton,42.3635660446528,-71.13550746412382,Private room,288,1,1,2024-06-17,0.08,9,337,0,Exempt: This listing is a hotel or motel
1121041731791852991,"Runway Suite - Breakfast included, Free parking",565835592,Studio Allston Hotel,,Allston,42.36518959472531,-71.13522702737272,Private room,,1,0,,,9,331,0,Exempt: This listing is a hotel or motel
1121043235281193429,Game On! Fun-Filled Suite across the Charles River,565835592,Studio Allston Hotel,,Brighton,42.36498580779421,-71.13612789456847,Private room,296,1,0,,,9,314,0,Exempt: This listing is a hotel or motel
1121044204433606460,Family Oasis across Charles River- w/ Breakfast,565835592,Studio Allston Hotel,,Brighton,42.365057594453084,-71.1361690352161,Private room,213,1,180,2025-06-02,12.83,9,361,157,Exempt: This listing is a hotel or motel
1121260509804808938,Lavish Boston studio with separate bedroom,416027128,Naveen,,Brighton,42.348,-71.14659,Entire home/apt,148,1,61,2025-06-06,4.20,38,121,52,STR-569351
1121634582746168278,New Boston studio close to T,40995423,Jade,,Dorchester,42.32128,-71.05731,Entire home/apt,93,31,0,,,9,365,0,
1122094972808301017,Lovely Boston studio with bedroom and city views!,416027128,Naveen,,Brighton,42.346668000163774,-71.14443911251824,Entire home/apt,152,1,74,2025-06-03,5.02,38,120,59,STR-569352
1122608264832354197,Downtown Boston Apt with BayView,374049727,Taibou,,Fenway,42.34958906812464,-71.10019070402295,Entire home/apt,126,29,5,2025-05-31,0.40,3,235,4,
1122976122620083237,"Blueground | Brighton, pool, gym, nr groceries",107434423,Blueground,,Brighton,42.34777380000001,-71.1460998,Entire home/apt,208,32,0,,,369,356,0,
1125325715589685795,2 big rooms private baths & deck,24408485,Jonathan,,Beacon Hill,42.3603,-71.06588,Private room,,1,0,,,1,0,0,STR-557296
1125456503259970690,"South End 1BR: City Views, Pool & More",62211530,Marina,,West End,42.3648384,-71.0640426,Entire home/apt,469,29,0,,,12,327,0,STR-068357
1125829427372473309,"Blueground | South Boston, gym & w/d, nr red line",107434423,Blueground,,South Boston,42.34321,-71.05624,Entire home/apt,,32,0,,,369,2,0,
1126126479996095931,Each room has a unique layout and distinct artwork,570240112,Beacon Hill Hotel,,Beacon Hill,42.3569413,-71.069678,Private room,,1,0,,,5,70,0,Exempt: This listing is a hotel or motel
1126126480033568201,Classy dining with locally sourced ingredients,570240112,Beacon Hill Hotel,,Beacon Hill,42.3569413,-71.069678,Private room,,1,1,2024-08-30,0.10,5,84,1,Exempt: This listing is a hotel or motel
1126126576247614696,Top floor charmer overlooking Charles Street,570240112,Beacon Hill Hotel,,Beacon Hill,42.3569413,-71.069678,Private room,559,1,0,,,5,79,0,Exempt: This listing is a hotel or motel
1126126589036966513,Cocktails on the seasonal open air rooftop,570240112,Beacon Hill Hotel,,Beacon Hill,42.3569413,-71.069678,Private room,,1,0,,,5,53,0,Exempt: This listing is a hotel or motel
1126126662837408595,Renovated boutique find in 19th century gem,570240112,Beacon Hill Hotel,,Beacon Hill,42.3569413,-71.069678,Private room,,1,0,,,5,71,0,Exempt: This listing is a hotel or motel
1126684547537653130,"Blueground | Dorchester Lower Mills, gym & laundry",107434423,Blueground,,Dorchester,42.27196,-71.06771,Entire home/apt,,32,0,,,369,1,0,
1126936106349467555,Central 2 Bed in North End; Near Waterfront & MGH,130680380,Jodie,,North End,42.36469,-71.05528,Entire home/apt,226,3,44,2025-06-03,3.06,20,335,40,STR-476426
1126971049035533233,"Free Parking at 1 Bed Basement Apt, Near BU & MIT",130680380,Jodie,,Fenway,42.34939,-71.09591,Entire home/apt,144,3,13,2025-05-23,0.93,20,346,6,STR-521905
1128191467112755359,"Blueground | N Station, gym & w/d, nr T & shops",107434423,Blueground,,Downtown,42.365947,-71.063473,Entire home/apt,453,32,0,,,369,335,0,
1128284405176345964,Studio in Boston with Flexible Cancellations!,244600805,Bay Village,,Bay Village,42.348419,-71.069839,Private room,111,2,4,2024-10-25,0.33,22,188,3,STR-415222
1128911157308963758,Modern Apartment Fenway,163848078,Adam,,Longwood Medical Area,42.3411,-71.10624,Entire home/apt,689,5,1,2024-08-08,0.09,95,269,1,STR-466119
1128919343538976347,Fenway condo bedroom 2 bath,163848078,Adam,,Longwood Medical Area,42.33966,-71.10409,Entire home/apt,,5,0,,,95,270,0,STR-466119
1129849915360766056,2 Bedroom Southie Brownstone,20852282,Megann,,South Boston,42.33687904341484,-71.04150395402579,Entire home/apt,243,2,46,2025-06-07,3.20,1,36,33,str-558238
1130744115505846334,2 Bedroom Unit w/ Elevator & In-Unit Laundry,89227862,Paul,,Roxbury,42.337246872820245,-71.08557851758722,Entire home/apt,367,30,16,2024-11-03,1.19,15,342,11,Exempt: This listing is a unit used for furnished institutional or business stays
1130949201589598998,Private room B,458115828,Xiaoyou,,West Roxbury,42.27004,-71.15062,Private room,49,31,13,2024-11-01,1.14,4,31,13,STR-518382
1131327213997029481,Fully Furnished LUX House,502043395,Tra My,,South Boston,42.32994,-71.05625,Entire home/apt,808,28,0,,,17,253,0,STR-535908
1131366727368635858,Gorgeous One Bed in Amenity-Rich Community,22541573,Furnished Quarters,,South Boston Waterfront,42.3535584155072,-71.0477139574792,Entire home/apt,275,32,0,,,44,311,0,
1131367826140693855,Spacious One Bedroom in Luxury Boston Building,22541573,Furnished Quarters,,South Boston Waterfront,42.35238,-71.0475,Entire home/apt,275,32,0,,,44,299,0,
1131369496989963141,Boston One Bed With Luxury Building Amenities,22541573,Furnished Quarters,,Back Bay,42.347460048572565,-71.08122928971217,Entire home/apt,255,32,0,,,44,311,0,
1131371452825889576,Professionally Managed One Bedroom in Back Bay,22541573,Furnished Quarters,,Back Bay,42.34777027278822,-71.08071343552055,Entire home/apt,259,32,0,,,44,211,0,
1131786086135813549,Spacious Colonial in Jamaica Plain!,230939573,Maria,,Jamaica Plain,42.32436,-71.10818,Entire home/apt,,29,9,2024-07-28,0.70,1,0,6,STR-560876
1131963649788157316,Best Boston Beacon Hill 2Bedroom Studio,373675137,Liya,,Beacon Hill,42.36033286357713,-71.07095370041846,Entire home/apt,185,29,4,2025-03-15,0.41,114,152,4,
1131970330889525148,Spacious room near Harvard Stad.,115267785,Alexes,,Allston,42.36009619910877,-71.12764886307532,Private room,109,28,0,,,3,143,0,STR-414502
1132117529191962304,"Renovated 3B, 2BA, Skyline View, Laundry, Cen Air",31340713,Kama,,Dorchester,42.29536,-71.05618,Entire home/apt,,29,2,2025-05-17,0.19,39,0,2,Exempt: This listing is a unit used for furnished institutional or business stays
1132141940348992140,Urban Escape | Freedom Trail. Fitness Center,566734323,The Newbury Boston,,Back Bay,42.35341,-71.07192,Private room,,1,4,2025-03-23,0.38,10,88,4,STR-663547
1132143654373457199,Luxury Hideaway | Museums. Boston Common,566734323,The Newbury Boston,,Back Bay,42.35176,-71.07185,Private room,717,1,5,2025-03-17,0.47,10,188,5,STR-521759
1132145256582182300,Classic Charm | Public Garden. Fitness Center,566734323,The Newbury Boston,,Back Bay,42.35181146590478,-71.07229411417858,Private room,960,1,9,2025-04-27,0.69,10,187,8,STR-547444
1132146857895071102,Serene Sanctuary | Freedom Trail. Library,566734323,The Newbury Boston,,Back Bay,42.35328,-71.07205,Private room,946,1,0,,,10,191,0,STR-854123
1132148240388973160,Elite Escapes | Boston Common. Fitness Center,566734323,The Newbury Boston,,Back Bay,42.35196,-71.07221,Private room,1156,1,1,2024-08-21,0.10,10,185,1,STR-994875
1132565368755767770,Assemble sandwiches to-go in your kitchenette,571767922,Club Quarters Hotel Faneuil Ha,,Downtown,42.3564,-71.05731,Private room,,1,0,,,4,85,0,Exempt: This listing is a hotel or motel
1132565369385985939,Prime location for sightseeing,571767922,Club Quarters Hotel Faneuil Ha,,Downtown,42.3564,-71.05731,Private room,,1,3,2025-03-20,0.21,4,86,2,Exempt: This listing is a hotel or motel
1132565540164388501,Cozy room for a post Freedom Trail snooze,571767922,Club Quarters Hotel Faneuil Ha,,Downtown,42.3564,-71.05731,Private room,,1,2,2025-04-14,0.64,4,90,2,Exempt: This listing is a hotel or motel
1132565660790734612,Spacious & well-appointed for longer stays,571767922,Club Quarters Hotel Faneuil Ha,,Downtown,42.3564,-71.05731,Private room,,1,0,,,4,93,0,Exempt: This listing is a hotel or motel
1132878289728822353,Comfy studio in Boston,416027128,Naveen,,Brighton,42.34605,-71.14576,Entire home/apt,138,1,39,2025-06-06,2.73,38,105,33,STR-569344
1132974679044689703,Location -Location - Location! Washer and dryer,47584294,Jessy And Diego,,Back Bay,42.3476984058586,-71.08334861978648,Entire home/apt,353,29,3,2025-05-07,0.29,20,32,3,
1134789334489832039,Luxury 3 bedroom 3 bathroom downtown loft,572279043,Peter,,Downtown,42.3563603,-71.0617784,Entire home/apt,630,29,20,2025-02-23,1.41,5,101,14,Exempt: This listing is a unit that has contracts with hospitals
1134851081914162750,"Modern Luxury | Free Parking, Near T | Home Cinema",229108752,Emmanuel,,East Boston,42.3673067,-71.0378328,Entire home/apt,,1,68,2025-05-30,4.96,1,0,62,STR-557014
1135638699692400030,One Bed in Boston High-Rise Building,22541573,Furnished Quarters,,South Boston Waterfront,42.353986230499544,-71.04690530507646,Entire home/apt,275,32,0,,,44,309,0,
1135749202231434059,A King Bed | Private Bath,501889213,J Lucky,,Roxbury,42.32751,-71.08527,Private room,103,1,161,2025-06-15,11.45,7,200,127,STR-571341
1135749343278420929,King Bed | 3rd Floor | Sunny,501889213,J Lucky,,Roxbury,42.326168884510594,-71.08676646723976,Private room,68,1,144,2025-06-01,10.19,7,14,123,STR-571341
1135784438724088835,Petite Bedroom | 3rd Floor | Fort Hill,501889213,J Lucky,,Roxbury,42.32621200108758,-71.08694337901906,Private room,61,1,84,2025-06-10,6.03,7,50,62,STR-571341
1136149976587613974,Penthouse luxury suite.  Huge great room. 3 beds.,572279043,Peter,,Downtown,42.3563603,-71.0617784,Entire home/apt,1043,29,35,2025-02-05,2.47,5,98,28,Exempt: This listing is a unit that has contracts with hospitals
1136154358791638137,Family friendly 3 bed 3 bath,572279043,Peter,,Downtown,42.35718015235457,-71.06255274199684,Entire home/apt,786,29,30,2025-02-09,2.12,5,72,23,Exempt: This listing is a unit that has contracts with hospitals
1136158151999510243,Downtown Loft perfect for group 3 bed 3 bath,572279043,Peter,,Downtown,42.35602,-71.06094,Entire home/apt,722,29,12,2025-02-09,0.87,5,98,7,Exempt: This listing is a unit that has contracts with hospitals
1136162843707171004,Huge great room for entertaining. 3 bed 3 bath lux,572279043,Peter,,Downtown,42.35534,-71.0629,Entire home/apt,1065,29,9,2025-01-15,0.68,5,123,7,Exempt: This listing is a unit that has contracts with hospitals
1136476846530134705,Nature Suite near Harvard - Free Parking & Wi-Fi!,565835592,Studio Allston Hotel,,Brighton,42.36442,-71.13756,Private room,309,1,1,2024-09-22,0.11,9,334,1,STR-852142
1136478421427840964,Cinematic Escape Suite – Across the Charles River,565835592,Studio Allston Hotel,,Brighton,42.36526,-71.13668,Private room,296,1,0,,,9,333,0,STR-631475
1136479624906204198,"ADA Single Room – Breakfast included, Near Harvard",565835592,Studio Allston Hotel,,Brighton,42.36477194975593,-71.13558649630608,Private room,192,1,5,2025-04-24,0.40,9,341,4,STR-321475
1136901822805276501,Rock Me Gently | Steps from Blues. Dive to Pool,566705299,The Verb Hotel,,Beacon Hill,42.35254,-71.07033,Private room,244,1,298,2025-06-02,21.13,6,190,282,Exempt: This listing is a hotel or motel
1136902852796712722,Play Today | Fenway Vibes. Chill Pool with Vinyl,566705299,The Verb Hotel,,Beacon Hill,42.35293,-71.06854,Private room,,1,206,2025-05-30,14.61,6,156,191,Exempt: This listing is a hotel or motel
1136902869010210449,Poolside Sessions | Music Moments. MGM Melodies,566705299,The Verb Hotel,,Downtown,42.35183,-71.07013,Private room,244,1,65,2025-05-02,4.97,6,186,63,Exempt: This listing is a hotel or motel
1136903399373772057,Rhythm Pool | Live Music Hall l Vinyl Collection,566705299,The Verb Hotel,,Beacon Hill,42.35344,-71.07033,Private room,,1,17,2025-05-06,1.34,6,153,16,Exempt: This listing is a hotel or motel
1136903441948802160,Fenway Stay | Catch Game Heated Pool & Vinyl Spins,566705299,The Verb Hotel,,Downtown,42.351372109445094,-71.06891735507868,Private room,260,1,8,2025-01-03,0.77,6,178,8,Exempt: This listing is a hotel or motel
1136904021452539596,Live at Fenway | Walk to Park  and Heated Pool,566705299,The Verb Hotel,,Downtown,42.35208587393087,-71.06811779001453,Private room,260,1,129,2025-06-04,9.95,6,182,127,Exempt: This listing is a hotel or motel
1136990443584154360,Home in Boston/Mattapan/Milton,569487447,Victoria,,Mattapan,42.27246293303935,-71.09133045658012,Entire home/apt,252,2,29,2025-06-02,2.20,1,292,27,STR-560290
1137178955892624910,Beautiful private suite with balcony|fully stocked,416027128,Naveen,,Brighton,42.346061141726416,-71.14480196358258,Entire home/apt,241,1,79,2025-06-04,5.60,38,109,67,STR-569350
1137277474787442847,(A) Big Sunny Room - Parking Included,20861680,Mohammed,,Brighton,42.33999006851798,-71.15539689959775,Private room,79,1,33,2025-06-03,2.43,2,48,30,STR-559441
1137531457101264262,Cute King Bed | In The Middle of Boston,501889213,J Lucky,,Roxbury,42.32743877499177,-71.08500299897628,Private room,,1,144,2025-06-13,10.16,7,54,124,STR-571341
1137894060897148200,"Private Room close to HBS, Harvard, BU, MIT",34761565,Francis,,Allston,42.35900148957093,-71.12519092068672,Private room,71,29,5,2025-06-01,0.43,4,172,5,
1138377453380978562,Centrally Located | King Bedroom,501889213,J Lucky,,Roxbury,42.32775904493979,-71.08533088683889,Private room,74,1,155,2025-06-14,11.20,7,157,134,STR-571341
1138447244745239255,Spacious Apartment in Luxury Back Bay Building,22541573,Furnished Quarters,,Back Bay,42.34923,-71.08055,Entire home/apt,260,32,0,,,44,311,0,
1138463864419124582,Modern Two Bed in Boston's West End Neighborhood,22541573,Furnished Quarters,,Downtown,42.363385535522184,-71.06324442637386,Entire home/apt,320,32,0,,,44,312,0,
1138479050138541651,One Bedroom Apartment W/ Luxury Amenities,22541573,Furnished Quarters,,Back Bay,42.347582874101285,-71.07896338066085,Entire home/apt,250,32,0,,,44,224,0,
1139184665907458350,独立房间加独立书房 ｜哈佛工程学院/商学院步行距离,34761565,Francis,,Allston,42.35933215079435,-71.12307710831466,Private room,85,29,4,2025-02-22,0.37,4,219,4,
1139271357468530978,Stunning apartment in Fenway,518882444,Greg,,Fenway,42.34797971098249,-71.10197428211546,Entire home/apt,839,5,2,2024-10-21,0.18,20,254,2,Exempt: This listing is a unit used for furnished institutional or business stays
1140417514386380768,IV NewApart LuxuryAmenitieBoston,362014108,Jean- Luc,,Dorchester,42.30504,-71.0665,Entire home/apt,104,3,14,2025-05-26,1.05,5,129,12,STR-547013
1140548334162271298,"Large Room w/Private Bath, Near Harvard, BU, MIT",34761565,Francis,,Allston,42.36096,-71.12318,Private room,86,28,5,2025-05-25,0.48,4,182,5,Exempt: This listing is a unit used for furnished institutional or business stays
1140557705586238160,"Private Room, Walk to HBS/Harvard/MIT",34761565,Francis,,Allston,42.36124351312512,-71.12450899874564,Private room,85,29,4,2025-02-28,0.34,4,75,4,
1141283143890319587,Boston City Living in Comfort!,57323581,Jesus,,Jamaica Plain,42.3228114,-71.10686199999999,Entire home/apt,136,2,7,2025-06-02,3.56,2,229,7,STR-570189
1142053554772424453,Gorgeous One Bed in Boston,22541573,Furnished Quarters,,West End,42.36269,-71.06518,Entire home/apt,235,32,0,,,44,290,0,
1142053904296978596,Gorgeous One Bedroom Close to Boston Waterfront,22541573,Furnished Quarters,,West End,42.36375,-71.0649,Entire home/apt,230,32,0,,,44,324,0,
1142802454227750655,Beacon Hill Pied ~a~Terre,191235406,Kathleen,,Beacon Hill,42.3593,-71.06664,Private room,135,29,9,2024-08-25,0.66,2,46,5,Exempt: This listing is a unit used for furnished institutional or business stays
1143030749872748842,Elegant Boston suite,416027128,Naveen,,Brighton,42.348663118230334,-71.14663905472659,Entire home/apt,185,1,70,2025-06-12,5.02,38,111,63,STR-569364
1145749055420702928,Downtown Boston Stay: Walk to Prime Attractions,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50048,1,0,,,46,319,0,Exempt: This listing is a hotel or motel
1145749261336654698,"Suite King, Revere Hotel, Dining, Near Copley Sq",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,319,0,Exempt: This listing is a hotel or motel
1145750192429408467,Sophisticated Stay w/ Rooftop Bar! Pet-friendly,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,2,2025-01-19,0.21,46,342,2,Exempt: This listing is a hotel or motel
1145750495561922282,"Premier King Skyline, Revere Hotel, Near Fenway",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,342,0,Exempt: This listing is a hotel or motel
1145752166427766606,"Deluxe 2Q Bay View, Revere Hotel, Pet-friendly",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,2,2025-02-16,0.35,46,346,2,Exempt: This listing is a hotel or motel
1145752512396971229,Historic Suites - Infused w/ Boston's Rebel Spirit,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,340,0,Exempt: This listing is a hotel or motel
1145753293926550841,"2 Back Bay View 2Q, Revere, Chic Living Space",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50096,1,2,2024-08-18,0.17,46,346,2,Exempt: This listing is a hotel or motel
1145753553376715744,2 Stylish Boutique Rooms w/ Rooftop Bar Access,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,346,0,Exempt: This listing is a hotel or motel
1145754213890236655,3 Edgy Rooms Steps from Boston Public Garden,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,1,2024-12-22,0.17,46,346,1,Exempt: This listing is a hotel or motel
1145754430067164771,"3 Back Bay View 2Q, Revere Hotel, Boutique Style",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,340,0,Exempt: This listing is a hotel or motel
1145755720477131208,4 Dynamic Rooms Perfect for Family Vacation! Pets,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,338,0,Exempt: This listing is a hotel or motel
1145755822770851603,"4 Back Bay View 2Q, Revere Hotel, Authentic XP",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,0,,,46,343,0,Exempt: This listing is a hotel or motel
1145756656258071731,"Deluxe King Bay View, Revere Hotel, Fitness Center",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,285,0,Exempt: This listing is a hotel or motel
1145756854718157687,Modern Boston Stay w/ Authentic New England Dining,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,278,0,Exempt: This listing is a hotel or motel
1145757458387555192,Modern Boston Stay w/ Authentic New England Dining,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,338,0,Exempt: This listing is a hotel or motel
1145757720673204162,"Deluxe 2Q City View, Revere Hotel, Great Location",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,2,2025-05-04,0.63,46,339,2,Exempt: This listing is a hotel or motel
1145758585727918138,"2 Cozy Rooms w/ Pet-Friendly Amenities, Parking",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,0,,,46,338,0,Exempt: This listing is a hotel or motel
1145758860184170300,"2 Deluxe 2Q City View, Revere, Near Newbury St",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,337,0,Exempt: This listing is a hotel or motel
1145759377433974582,"3 Deluxe 2Q City View, Revere Hotel, Rooftop Bar",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,1,2024-11-27,0.15,46,338,1,Exempt: This listing is a hotel or motel
1145759473343417125,3 Urban Lofts Near Fenway Park – 10 Min Stroll,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,338,0,Exempt: This listing is a hotel or motel
1145759772640686004,"4 Historic StaysIdeal for Boston Exploration, Pets",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40191,1,0,,,46,337,0,Exempt: This listing is a hotel or motel
1145760106825146280,"4 Deluxe 2Q City View, Revere Hotel, Pet-Friendly",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,338,0,Exempt: This listing is a hotel or motel
1145761904038519806,"Deluxe King City View, Revere Hotel, Rooftop Bar",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,,1,0,,,46,255,0,Exempt: This listing is a hotel or motel
1145762023687319244,Stylish Boston Room Perfect for Culture Enjoyers,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,255,0,Exempt: This listing is a hotel or motel
1145762418372500996,"Rebellious Boutique Stay Near Newbury St, Parking",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,303,0,Exempt: This listing is a hotel or motel
1145762772573085189,"Superior 2 Queens, Revere Hotel, Bar, Near Shops",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,3,2025-06-01,1.88,46,303,3,Exempt: This listing is a hotel or motel
1145763221330817914,2 Modern Suites w/ Authentic New England Dining,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,1,2024-07-20,0.09,46,299,1,Exempt: This listing is a hotel or motel
1145763502409930730,"2 Superior 2 Queens, Revere Hotel, Pet-Friendly",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40096,1,0,,,46,299,0,Exempt: This listing is a hotel or motel
1145765015983446489,"3 Superior 2 Queens, Revere Hotel, Downtown",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40144,1,0,,,46,299,0,Exempt: This listing is a hotel or motel
1145765321567553804,3 Sleek Condos Near Freedom Trail – 5 Min Walk,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,1,2025-03-02,0.27,46,299,1,Exempt: This listing is a hotel or motel
1145766208520174151,4 Vibrant Stays Close to Newbury Street – 2 Min,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,50000,1,2,2025-05-25,2,46,295,2,Exempt: This listing is a hotel or motel
1145766380640568578,"4 Superior 2 Queens, Revere Hotel, Bold Ambiance",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,,1,0,,,46,295,0,Exempt: This listing is a hotel or motel
1145767388513799958,"Superior King, Revere Hotel, Dining",501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,200,0,Exempt: This listing is a hotel or motel
1145767530075501492,Chic Hotel with Skyline Views! King Bed w/ Balcony,501999278,RoomPicks,,Bay Village,42.35042,-71.06731,Hotel room,40000,1,0,,,46,200,0,Exempt: This listing is a hotel or motel
1146116903149678333,"Blueground | South End, gym, w/d, nr groceries",107434423,Blueground,,South End,42.3439382,-71.0638329,Entire home/apt,293,32,1,2024-11-07,0.13,369,197,1,
1147497458176707172,"Back Bay Efficiency Unit, Pvt Bath, Kitchenette",89227862,Paul,,Back Bay,42.35204159360203,-71.08135148659932,Entire home/apt,180,29,2,2024-08-24,0.15,15,318,1,Exempt: This listing is a unit used for furnished institutional or business stays
1147895129154593068,Beautiful Greater Boston Rental,575442727,Ryan,,Brighton,42.351567416933456,-71.15641571111287,Entire home/apt,,1,2,2024-08-23,0.19,1,0,2,STR-566365
1147907219486202540,Queen Bedroom A in #977: JFK/UMass,297860058,Sophia,,Dorchester,42.31698847451584,-71.05349589540947,Private room,,91,0,,,14,66,0,
1147908793610075028,Queen Bedroom C in #1285: Allston,297860058,Sophia,,Allston,42.35593,-71.13242,Private room,,91,0,,,14,60,0,
1148516574527323588,"Fenway Park high-end building, King bed",163848078,Adam,,Fenway,42.34703,-71.10018,Entire home/apt,689,5,3,2024-12-03,0.22,95,261,2,STR-078269
1148632520800845526,Sunny Charming Room,236817626,Lale,,Brighton,42.35491733054882,-71.16162449489862,Private room,122,2,4,2024-08-28,0.31,2,254,3,STR-561441
1148750223064830958,Welcoming Bedroom 2,458093264,Ankita,,Mission Hill,42.32644622132284,-71.1000112674849,Private room,133,1,8,2024-08-14,0.60,2,89,5,Exempt: This listing is a unit used for furnished institutional or business stays
1150042157888055992,A Cozy New 1-BR  Apt (9B1) Near Downtown Boston,31070527,Daryl,,Dorchester,42.2959361,-71.0808318,Entire home/apt,140,1,65,2025-06-17,4.81,7,344,54,STR-491593
1150783864156257056,Nice 2 BR 2BA Boston hospitals,163848078,Adam,,Jamaica Plain,42.32837,-71.11039,Entire home/apt,804,3,2,2024-07-28,0.15,95,270,1,STR-548256
1150977939911878100,Brownstone Oversized Furnished Studio in Back Bay,89227862,Paul,,Back Bay,42.35145301197261,-71.08240416314436,Entire home/apt,331,30,1,2024-06-17,0.08,15,64,0,Exempt: This listing is a hotel or motel
1151289930612121374,Sunny Spacious Room,236817626,Lale,,Brighton,42.35243340572185,-71.16174877844398,Private room,122,2,12,2025-01-02,0.94,2,75,11,STR-561441
1152488151302138066,Gallery like studio with room divider near city,416027128,Naveen,,Brighton,42.34628135597334,-71.14536593744064,Entire home/apt,138,1,46,2025-05-29,3.48,38,126,40,STR-569365
1152517706074506494,Artful Boston escape with balcony and city views,416027128,Naveen,,Brighton,42.34826,-71.14595,Entire home/apt,200,1,57,2025-06-03,4.29,38,130,51,STR-569355
1152797263195692943,"(CL8) Studio, South End/ Back Bay , Roof Deck!",528489640,Foster,,South End,42.341922374632915,-71.07907155774586,Entire home/apt,251,1,39,2025-06-14,3.00,5,218,36,str-526502
1152842965522611108,Downtown Boston Studio Theater District Smart HDTV,914769,Michael,,Downtown,42.35040320827563,-71.06369055639728,Entire home/apt,132,29,47,2025-06-09,3.55,2,187,43,STR-562029
1152936040635578826,"(CL3) Bright Studio, Outdoor Space, Best Location!",331225367,Paige,,South End,42.34383977780176,-71.07942220915876,Entire home/apt,245,1,44,2025-06-12,3.48,60,255,41,str-526502
1153561781086478200,Elegant One Bedroom with Amenities,22541573,Furnished Quarters,,Back Bay,42.34507,-71.08333,Entire home/apt,275,32,0,,,44,359,0,
1153575179370338634,Lively spot near the Children’s Museum & more,567083285,The Westin Boston Seaport Dist,,South Boston Waterfront,42.34703,-71.04371,Private room,,1,8,2025-05-24,0.61,1,4,6,Exempt: This listing is a hotel or motel
1153593716539156244,Cozy Private Room Boston near T- JFK/UMass,84744174,Sean,,Dorchester,42.315307310963455,-71.06243050526253,Private room,54,91,1,2025-02-06,0.22,4,97,1,
1156624218560798027,Duplex apt flrs 2 and 3 sleeps 11 Boston,69267172,Lynda,,West Roxbury,42.27973875507627,-71.16085863782494,Entire home/apt,357,1,0,,,16,177,0,STR-513970
1156988276339115674,"Blueground | Roslindale, gym & w/d, near T stop",107434423,Blueground,,Roslindale,42.2878211,-71.1075764,Entire home/apt,,32,0,,,369,1,0,
1157858514867243240,"Blueground | Fenway, fitness, nr food & shops",107434423,Blueground,,Fenway,42.3441154,-71.0995393,Entire home/apt,276,32,0,,,369,33,0,
1159688274863226296,Coastal Haven in Boston close to Airport&T,245199133,Mandana,,East Boston,42.38606,-71.00721,Entire home/apt,224,29,8,2024-10-10,0.67,4,301,8,STR-492396
